,book_title,book_authors,book_desc,book_edition,book_isbn,genres
When True Night Falls,C.S. Friedman,"Two men, absolute enemies, must unite to conquer an evil greater than anything their world has ever known. One is a warrior priest ready to sacrifice anything and everything for the cause of humanity's progress; the other, a sorcerer who has survived for countless centuries by a total submission to evil. In their joint quest, both will be irrevocably changed.", ,9780756403164,Fantasy|Science Fiction|Fiction|Science Fiction Fantasy|Fantasy|Dark Fantasy|Horror|Fantasy|Epic Fantasy|Paranormal|Vampires|Fantasy|High Fantasy|Dark
Dragonworld,Byron Preiss|Michael Reaves,"Somewhere beyond the northern mists lies a land where dreams live and dragons are real. This is the tale of the twilight of the dragons, of two nations plunged into war by a tragic misunderstanding, of a shy dreamer's incredible voyage of peace to a long-forgotten land where nightmares are born. A magnificient creation, a sweeping epic of high fantasy set in a richly imagined world, vividly brought to life with over eighty pages of stunning illustrations by Joseph Zucker.", ,9781596872332,Fantasy|Fantasy|Dragons|Fiction|Science Fiction Fantasy|Fantasy|High Fantasy|Young Adult|Fantasy|Epic Fantasy|Science Fiction|Anthologies|Collections|Novels
The Wandering Fire,Guy Gavriel Kay,"In the second novel in Guy Gavriel Kay's critically acclaimed Fionavar Tapestry, five men and women from our world must play their parts in a colossal war, as the first of all worlds confronts an ancient evil...After a thousand years of imprisonment the Unraveller has broken free and frozen Fionavar in the ice of eternal winter. His terrible vengeance has begun to take its toll on mortals and demi-gods, mages and priestesses, dwarves and the Children of Light.The five brought from Earth across the tapestry of worlds must act to wake the allies Fionavar desperately needs. But no one can know if these figures out of legend have power enough to shatter the icy grip of death upon the land--or if they even want to...", ,9780451458261,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy|Cultural|Canada|Mythology|Arthurian|Fantasy|Magic|Adventure|Fantasy|Mythology
Orope - The White Snake,Guenevere Lee,"The Bronze Age saw the beginning of empires, as well as their mysterious and catastrophic end. In a world not unlike our own, the nomadic Whisperers of the Gods have been given a grave vision of the gods destroying the world in a great flood, and they send three messengers to the great empires in hopes of appeasing the gods. Finding themselves in strange new lands with even stranger customs, the Whisperers soon discover the hardest thing is not only convincing the kings and queens to listen, but reaching their destinations without falling prey to the dangers and resisting the temptations of these new lands. In this first novel, readers experience a lost age where the gods live in the wind and waves, and beasts lurk in the dark.",First,9781683507390,Fantasy|Historical|Historical Fiction|Audiobook|Historical|Fiction|Science Fiction Fantasy|Fantasy|Mythology
Mage's Blood,David Hair,"The Moontide Bridge lies deep below the sea, but every 12 years the tides sink and the bridge is revealed, its gates open for trade. The Magi are hell-bent on ruling this world and have led armies across the bridge on crusades of conquest. Now the Moontide is almost here and the people of the East are ready to fight.", , ,Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Fiction|Fantasy|Magic|Adult|Audiobook|Epic|Science Fiction Fantasy|Speculative Fiction
A Princess of Landover,Terry Brooks,"Ben Holiday, mere mortal turned monarch of the magic kingdom of Landover, has grappled with numerous contenders for his throne, but nothing could have prepared him for the most daunting of challengers: his headstrong teenage daughter, Mistaya. After getting suspended from an exclusive private school in our world, Mistaya is determined to resume her real education—learning sorcery from court wizard Questor Thews—whether her parents like it or not. Then, horrified that a repulsive Landover nobleman seeks to marry her, Mistaya decides that the only way to run her own life is to run away from home.So begins an eventful odyssey peppered with a formidable dragon, recalcitrant Gnomes, an inscrutable magic cat, a handsome librarian, a sinister sorcerer, and more than a few narrow escapes as fate draws Landover’s intrepid princess into the thick of a mystery that will put her mettle to the test—and possibly bring the kingdom to its knees.", ,9780345458520,Fantasy|Fiction|Science Fiction Fantasy|Fantasy|Epic Fantasy|Young Adult|Adventure|Fantasy|Magic|Fantasy|High Fantasy|Adult|Audiobook
The Phantom Tollbooth,Norton Juster|Jules Feiffer,"Librarian's Note: For an alternate cover edition of the same ISBN, click here.This beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .", ,9780394820378,Fantasy|Fiction|Classics|Childrens|Young Adult|Childrens|Middle Grade|Adventure|Humor|Childrens|Juvenile|Academic|School
The Phoenix Guards,Steven Brust,"A thousand years before the birth of Vlad Taltos, the Dragaeran Empire is a hotbed of intrigue, sorcery, intrigue, swashbuckling adventure, and intrigue. For those who would be heroes, it is a delightful time to be alive--and an easy place to die.Khaavren of the House of Tiassa is a son of landless nobility, possessor of a good sword and ""tolerably well acquainted with its use."" Along with three loyal friends, he enthusiastically seeks out danger and excitement. But in a realm renowned for repartee and betrayals, where power is as mutable as magic, a young man like Khaavren, newly come from the countryside, had best be wary. His life depends on it. And so does the future of Dragaera.When swordplay beckons, it's all for one--and one for...The Phoenix Guards.", ,9780812506891,Fantasy|Fiction|Science Fiction Fantasy|Adventure|Fantasy|High Fantasy|Fantasy|Epic Fantasy|Speculative Fiction|Humor|Science Fiction|Adventure|Swashbuckling
Traitor's Moon,Lynn Flewelling,"Master spies Seregil and Alec are no strangers to peril. Their assignments, nightrunning for wizards and nobles, have led them into many deadly situations. But sometimes the greatest danger can lurk beneath a Traitor's Moon. . . .Wounded heroes of a cataclysmic battle, Seregil and Alec have spent the past two years in self-imposed exile, far from their adopted homeland, Skala, and the bitter memories there. But as the war rages on, their time of peace is shattered by a desperate summons from Queen Idralain, asking them to aid her daughter on a mission to Aurënen, the very land from which Seregil was exiled in his youth. Here, in this fabled realm of magic and honor, he must at last confront the demons of his dark past, even as Alec discovers an unimagined heritage. And caught between Skala's desperate need and the ancient intrigues of the Aurënfaie, they soon find themselves snared in a growing web of treachery and betrayal.", ,9780553577259,Fantasy|LGBT|Romance|M M Romance|Fiction|LGBT|Queer|Fantasy|High Fantasy|Romance|LGBT|Gay|Adventure|Fantasy|Magic
Voice of the Gods,Trudi Canavan,"Unable to avoid being drawn into the terrible conflict, Auraya, now protector of the Siyee, fears she will be unable to meet the conditions of the all-powerful gods she once served. And an offer from a mysterious woman may be impossible for Auraya to refuse, but, if revealed, would brand her an enemy of the gods. Now, the immortal Wilds will not be deterred in their quest for powerful, long-buried secrets. But they have deadly adversaries who also seek the world-shattering truth . . . and it may appear in a form that no one anticipates.",Mass Market Paperback,9780060815929,Fantasy|Fantasy|High Fantasy|Fiction|Fantasy|Magic|Young Adult|Fantasy|Epic Fantasy|Romance|Science Fiction Fantasy|Mythology|Gods|Audiobook
The Dark Tide,Dennis L. McKiernan,"Tuck Underbank is a Warrow -- think a hobbit with shoes and ""large jewel-like eyes"" -- living in the peaceful Boskydells. When an unnaturally cold winter strikes and the evil Modru threatens the world, he and a number of his fellow Thornwalkers go to the High King's aid. But a vast expanse of lightless blizzard called the Dimmendark (sounds bad, doesn't it?) is spreading over the land, and Tuck soon finds that the ""dark tide"" is going to swamp them all. Despite the fact that they're tiny and temperamental, the Warrows get included in the military forces. But the High King doesn't have enough warriors to hold off the horde of slobbering monsters who are coming to attack. And the battle goes horribly wrong, separating the friends from one another and possibly dooming them all.", ,9780451451026,Fantasy|Fiction|Science Fiction Fantasy|Fantasy|High Fantasy|Fantasy|Epic Fantasy|Adventure|Science Fiction|Novels|Horror|Fantasy|Magic
The Shepherd's Crown,Terry Pratchett|Rob  Wilkins,"A shivering of worlds.Deep in the Chalk, something is stirring. The owls and the foxes can sense it, and Tiffany Aching feels it in her boots. An old enemy is gathering strength.This is a time of endings and beginnings, old friends and new, a blurring of edges and a shifting of power. Now Tiffany stands between the light and the dark, the good and the bad.As the fairy horde prepares for invasion, Tiffany must summon all the witches to stand with her. To protect the land. Her land.There will be a reckoning…",First Edition,9780062429971,Fantasy|Fiction|Young Adult|Humor|Audiobook|Fantasy|Magic|Paranormal|Witches|Science Fiction Fantasy|Humor|Comedy|Childrens
Magic Steps,Tamora Pierce,"Lady Sandrilene fa Toren knows all about unusual magic - she herself spins and weaves it like thread. But when she witnessed a boy dancing a spell, even she is confounded. To her dismay, Sandry learns that as the mage who discovered the power of the young dancer, she must be his teacher. Before lessons can begin, however, Sandry and her uncle, Duke Vedris, get news of a mysterious murderer stalking a clan of local merchants. The killer employs the strangest magic of all: the ability to reduce essence to nothingness. As the murders mount and the killer grows bolder, Sandry's teaching takes on a grave purpose. For it becomes clear to everyone that the killings can only be stopped by the combined workings of two people: the young teacher and her even younger student.", ,9780590396059,Fantasy|Young Adult|Fantasy|Magic|Fiction|Young Adult|Young Adult Fantasy|Fantasy|High Fantasy|Young Adult|Teen|Science Fiction Fantasy|Childrens|Middle Grade|Audiobook
Ash,Malinda Lo,"Cinderella retoldIn the wake of her father's death, Ash is left at the mercy of her cruel stepmother. Consumed with grief, her only joy comes by the light of the dying hearth fire, rereading the fairy tales her mother once told her. In her dreams, someday the fairies will steal her away, as they are said to do. When she meets the dark and dangerous fairy Sidhean, she believes that her wish may be granted.The day that Ash meets Kaisa, the King's Huntress, her heart begins to change. Instead of chasing fairies, Ash learns to hunt with Kaisa. Though their friendship is as delicate as a new bloom, it reawakens Ash's capacity for love-and her desire to live. But Sidhean has already claimed Ash for his own, and she must make a choice between fairy tale dreams and true love.Entrancing, empowering, and romantic, Ash is about the connection between life and love, and solitude and death, where transformation can come from even the deepest grief.", ,9780316040099,Fantasy|Young Adult|LGBT|Romance|Fiction|LGBT|Queer|Retellings|Fantasy|Fairy Tales|LGBT|Lesbian|Young Adult|Young Adult Fantasy
Magic Kingdom for Sale/Sold,Terry Brooks,"Landover was a genuine magic kingdom, complete with fairy folk and wizardry, just as the advertisement had promised. But after he purchased it for a million dollars, Ben Holiday discovered that there were a few details the ad had failed to mention. Such as the fact that the kingdom was falling into ruin. The barons refused to recognize a king and taxes hadn't been collected for years. The dragon, Strabo, was laying waste to the countryside, while the evil witch, Nightshade, was plotting to destroy no less than everything. And if that weren't enough for a prospective king to deal with, Ben soon learned that the Iron Mark, terrible lord of the demons, challenged all pretenders to the throne of Landover to a duel to the death - a duel no mere mortal could hope to win. But Ben Holiday had one human trait that even magic couldn't overcome. Ben Holiday was stubborn.", ,9781857232561,Fantasy|Fiction|Science Fiction Fantasy|Humor|Fantasy|Magic|Adventure|Young Adult|Fantasy|High Fantasy|Fantasy|Dragons|Fantasy|Epic Fantasy
Tears of Joy,Michael   Lawrence,"When his love for a woman becomes stronger than blood and money. Chrome has to decide what's more important his family, his love or his life. This drama filled action pack fiction will leave you in tears. They say grown men don't cry, but these Men Laugh, They Cry and They Bleed... Tears of JoyHow far will he go to prove he can be different? When will he face facts... Life is full of Tears of Joy!Sometimes we smile to keep from Crying. These men face harsh realities in life and the tears never stop.",First,9781312871861,Urban
What Remains of Heroes,David Benem,"Lannick deVeers used to be somebody. A hero, even. Then, he ran afoul of the kingdom’s most powerful general and the cost he paid was nearly too much to bear. In the years that followed, his grief turned him into a shadow of his former self, and he spent his days drowning his regrets in tankards of ale.  But now an unexpected encounter casts Lannick upon an unlikely path to revenge. If he can just find the strength to overcome the many mistakes of his past, he can seize the chance to become a hero once more.  And with an ancient enemy lurking at the kingdom’s doorstep, he’d better…", , ,Fantasy|Fantasy|Dark Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
The Phoenix Gate,Michael S. Vischi,"In the year 2016, the final discovery and reproduction of Cold Fusion, lead the world into its third world war - the War of Ruin. What was left of mankind was forced underground only to emerge to the surface a millennium later, to rebuild and reclaim the planet.During that time, a new government rose to power - the Council of Aurora. Along with the guidance of Lady Miriam, humans finally reclaimed the surface, reaching every corner of the globe. Mankind finally returned to the glory they had prior to the War of Ruin. This was an age woven into history that had become 'Evolution'.Alex Landari, a researcher for the Council of Aurora, is plagued by dreams - dreams he cannot possibly understand. All of that changes on fateful day, when he is brought in a rare DNA sample that cannot possibly exist. His research into it thrusts him into a deadly game of cloak and dagger that will change the world once again.For Alex, nothing is as it seems. After being thrown into the middle, in order for him to discover the truth and finally pull back the veil, he will have to travel back to the beginning... the beginning of it all.", ,9781478744535,
अर्थला,Vivek  Kumar,"मिट्टी से घड़े बनाने वाले मनुष्य ने हजारों वर्षों में अपना भौतिक ज्ञान बढाकर उसी मिट्टी से यूरेनियम छानना भले ही सीख लिया हो, परन्तु उसके मानसिक विकास की अवस्था आज भी आदिकालीन है । काल कोई भी रहा हो - त्रेता, द्वापर या कलियुग । मनुष्य के सदगुण और दुर्गुण युगों से उसके व्यवहार को संचालित करते रहे हैं । यह गाथा किसी एक विशिष्ट नायक की नहीं, अपितु सभ्यता, संस्कृति, समाज, देश-काल, निर्माण तथा प्रलय को समेटे हुए एक सम्पूर्ण युग की है । वह युग, जिसमें देव, दानव, असुर एवं दैत्य जातियां अपने वर्चस्व पर थीं । यह वह युग था, जब देवास्त्रों और ब्रह्मास्त्रों की धमक से धरती कम्पित हुआ करती थी । शक्ति प्रदर्शन, भोग के उपकरणों को बढ़ाने, नए संसाधनों पर अधिकार तथा सर्वोच्च बनने की होड़ ने देवों, असुरों तथा अन्य जातियों के मध्य ऐसे आर्थिक संघर्ष को जन्म दिया, जिसने सम्पूर्ण जंबूद्वीप को कई बार देवासुर-संग्राम की ओर ढकेला । परन्तु इस बार संग्राम-सिंधु की बारी थी । वह अति विनाशकारी महासंग्राम जो दस देवासुर-संग्रामों से भी अधिक विध्वंसक था । संग्राम-सिंधु गाथा का यह खंड देव, दानव, असुर तथा अन्य जातियों के इतिहास के साथ देवों की अलौकिक देवशक्ति के मूल आधार को उदघाटित करेगा ।", ,9789384419905,Fantasy|Fiction|Asian Literature|Indian Literature
Magium: The Mage Tournament (Book 1),Chris Michael Wilson,"Barry is an ordinary guy, with no magical powers whatsoever, who dreamed of becoming a mage for the better part of his life. After dedicating his whole life to studying magic, in the hopes of fulfilling his dream, he finally finds a way to do it.  However, in order to become a mage, he must first win a deadly free-for-all tournament against the most powerful mages in the world.  The fantasy world that the story takes place in is inspired by Dungeons and Dragons and by The Lord of the Rings.  The story of Magium starts at the beginning of the tournament, right after Barry and all the other participants are transported to the continent where the contest is taking place.  The tournament takes place on a continent hidden from the rest of the world, where there are mythical creatures like dragons and hydras, but also remnants of an old and technologically advanced civilization, whose magically powered devices are still being used in the present day.  As the series progresses, Barry will meet with other participants, he will make friends and enemies, and he will gradually find out more about the continent he is on, and its inhabitants. He will find out that a person called ""The Creator"" had established several utopias in this place, six hundred years ago, where animals and humans lived in harmony, and food was created through magic. What Barry will get to see through his travels, however, is the downfall of these utopias, some of them being on the brink of destruction. As he begins to get involved with the people of this land, Barry will need to decide if he can simply ignore what is happening before his eyes, or if he will intervene, at the risk of being banned from the tournament, and forfeiting his dream.  Credits for the magic ball image on the cover go to Agnes Landgraf.", , ,Fantasy|Adventure|Fiction|Gamebooks|Choose Your Own Adventure|Epic|Fantasy|Magic|Fantasy|Epic Fantasy
The Shaman's Apprentice,B. Muze,"Her master calls her shaman. Her people call her witch. Gods, spirits, and demons won't stop calling.  In this first book of B. Muze's epic primitive fantasy, Yaku Shaman believes he has at last found his apprentice—a girl who talks with ghosts, spirits and gods with equal ease. Unfortunately, his people refuse to accept her. The shaman forces Jovai to sacrifice every hope of a normal life, until the people, unaware of the dangers threatening them, revolt.", , ,
Di undici foglie,Dino Olivieri,"Di Undici Foglie è la prima “ekpyrotic novel” scritta, illustrata e impaginata da Dino Olivieri.Questo romanzo non convenzionale racconta una storia che ripropone in chiave moderna archetipi immortali, illustrata con imago serigrafici, rigorosamente in bianco e nero, ispirati ai maestri illustratori vissuti a cavallo tra la metà dell’800 e i primi anni del 900.Luce e Siri, un giovane uomo e una giovane donna, si incontrano in un universo morente. Le loro vite si scontrano intrecciandosi, come in Natura le materie affini si attraggono unendosi. Miti e leggende si destano da un lungo torpore. Canti dimenticati riportano alle memorie segrete profezie. Audaci potenze cosmiche risorgono e combattono. Due visioni della vita e della morte duellano all’ultimo sangue per compiere i loro supremi epiloghi avversi. Tre Giorni. Tre Lai. Versi ed echi di poemi perduti. Canti in lingue di incerta memoria. Trentatré serigrafie misteriose, storie nella storia, mappe cifrate di mondi ed anfratti oscuri. Imago accompagnati da trentatré Arcani, parti di un Oracolo Occulto, primo Arcrypticon dell’Autore, ultima sfida al Lettore più capace e curioso. Dino Olivieri narra e illustra un universo in uno scrigno, una storia d’amore eterno, una nuova leggenda senza tempo, una visione, un sogno ricevuto all'ombra di un albero eccelso ornato di fronde “Di Undici Foglie”.Dino Olivieri nasce a Torino nel 1969. Informatico, grafico, musicista e scrittore, esordisce nel 2015 pubblicando il romanzo “Di Undici Foglie”. Seguendo le orme dei Maestri Preraffaelliti, stampa in proprio una pregiata ed esclusiva Edizione Zero qui rielaborata in Prima Edizione per il grande pubblico.",1st,9781791710361,
Elrich: Guardian of the Firestone,Richard  Turner,"A young orphaned gambler's life changes the very moment he finds himself in possession of Dragon Lord Vorghul's firestone. Elrich’s life becomes more complicated when the queen of Witchesville, Queen Witch Moribund and the king of Wiltshire, Gilfillan II learn about the true power of the Firestone. In the wrong hands the firestone could destroy all life in the universe and with so much wrong hands hounding him, Elrich must guard the firestone from the bloodthirsty, even if it means losing his life and his loved ones.  The novel makes a great gift for fantasy readers who couldn't put down A Game of Thrones. ", , ,
A Dance for the Gods,E.O. Odiase|K.N. Pumpuni,"The epic and phenomenal West-African inspired Amazon bestselling fantasy from burgeoning new talents.The authors would love you to join them on a voyage through ancient Africa by immersing yourself in this riveting story. View the world through the eyes of the enthralling characters as they dance to the hymns played by whatever gods they serve. King Ewuare is dead; another King has been captured. Now, vultures are circling to devour the once-great kingdom, Mombaka. Across all five kingdoms below the Moon Sea, new alliances are being forged to replace old ones as Kings and Queens vie for power. After betraying and leading her husband to slaughter, Queen Meha and her son, Kendi, return home to collect her prize as she watches the little boy ascend the throne.Princess Jamila remains in Amarea, navigating her way through an uneasy marriage to the Amarean Crown Prince, Gambo, with only her wits to aid her. Queen Idioba journeys deep into the mythical Agbon forest in search of a cure for the cursed Prince, Kamunde, facing many mysterious creatures on her way.Foreign merchantmen arrive in Songhai, bringing a new religion accompanied by peace and prosperity on the one hand, and chaos and destruction on the other. Across the Moon Sea, Eweka climbs up the ranks in the Vulkan army, while Lehani travels across treacherous lands and stormy waters to have her revenge on him. Up in the cold mountains and the valleys in-between, the Orbs continue rising, gaining power and strength as the lighting god prepares to unleash the great war upon them all.",1, ,Fantasy|Adult
The Fourth Queen,Mark  Miller,"In the fairytale kingdom of Empyrean, time has moved on. The princesses of once upon a time, like Snow White and Cinderella, have grown old and become great queens. Now, their kingdom is in danger. A Forgotten Evil has returned. In a small village by the sea, two sisters, Zandria and Olena, begin a dangerous journey for Zandria to claim her birthright as a queen. Along their journey, they meet some unique friends and terrifying enemies while trying to survive places like the Dead Forest and escape troll-infested castles. Will they make it to the Crystal Castle in time to save Empyrean or will the sisters lose each other forever? One thing is certain, before their journey ends, Zandria will learn what it means to be The Fourth Queen", ,9781935361039,Fantasy|Fiction|Fantasy|Fairy Tales|Young Adult
The Steel Queen,Karen Azinger,"Azinger's series is fast-paced action-packed fantasy. In a medieval world of forgotten magic, mortals are lured to the chessboard of the gods where an epic struggle of lives, loves and crowns hang in the balance, yet few understand the rules. In this game of power, the pawns of light and darkness will make the difference in the battle for the kingdoms of Erdhe: Katherine, 'The Imp': a young princess with the stout heart of a warrior will challenge the minions of a thousand-year-old evil. Liandra: The Spider Queen; who uses her beauty to beguile, her spies to foresee, and her gold to control, will need all of her skill and strength to fight a rebellion with her own blood at it's heart. Steffan, the puppeteer, will corrupt the innocent and unwary with greed and desire, as he sets an entire kingdom ablaze.", ,9780983516002,Fantasy|Fantasy|Epic Fantasy|Fiction|Historical|Medieval|Fantasy|High Fantasy|Action|Historical|Historical Fiction|Fantasy|Paranormal|Adult|Science Fiction Fantasy
Kargaroth: A Tale of the Great Onion Knighthood,Mark B. Frost|Andrew W. Bunny,"Centuries have passed since Elzaniru stripped the gods of their powers and sealed them away, ending forever the war of Light and Dark. In the absence of their divine wills, mankind has thrived. Great military nations have arisen and technology has advanced, the new gods of the land. But when one man unearths Kargaroth, the Unholy Blade, the spectre of the old gods will rise once more as Elzaniru's children battle for the future of Morolia.When rumors fly of a demon terrorizing the forest surrounding the nation of Felthespar, Atheme Tethen is called upon for help. But instead of a demon, he discovers only a wanderer using battles to find his place in the world. Atheme finds sympathy for the young warrior and gives him a home, and soon finds Abaddon Daemon his closest friend.When he begins to suspect that Abaddon's strength is unnatural, he discovers that his new friend is actually a powerful mystic. Using this to his advantage, Atheme calls upon the powers of the mystic to aid Felthespar in its wars. Abaddon's successes mount rapidly and his name becomes legend, and soon he is turned to face the rival nation of Revian. But as the war there worsens Abaddon turns to darker powers for aid. He draws upon Kargaroth, an unholy power forged by the lost civilization of the Cainites.Soon Kargaroth seizes control of Abaddon, and Atheme finds himself pitted against a human weapon of his own creation. As Abaddon ascends into a new dark god, Atheme is forced to make the decision between saving his best friend, or killing him for the safety of his people--and possibly his world.", ,9781732825208,Fantasy
Shattered Kingdom,Angelina J. Steffort,"Perfect for fans of ""Throne of Glass"" and ""A Court of Thorns and Roses"" by Sarah J Maas and ""Shadow and Bone"" by Leigh Bardugo.Sworn to a goddess. One with her blade. A heart yet unbroken.It would have been only one more year of training. One year in the dust and wind of the Calma Desert. But Gandrett Brayton’s fate storms in disguised as a beautiful stranger with a damning secret.As he forces her into the service of the lord who tore her from her mother’s arms ten years ago to commit her to the Order of Vala, Gandrett is left with a choice: run, or work for the man she despises and earn the chance to see her family again. Trained with all the weapons she can wield with her hands, Gandrett must learn that at the courts of the shattered kingdom of Sives, her sword won’t help her - especially when it is her own heart on the line.★★★★★ “Fae, magic, and a heart-throbbing adventure will keep readers entranced until the last page.”Shattered Kingdom is bestselling author Angelina J. Steffort's new young adult epic fantasy romance about a girl who's heart could change the course of history.", , ,Fantasy|Fairies|Fae|Romance|Fantasy Romance|Young Adult|Romance|Fantasy|Magic|Young Adult|Young Adult Fantasy|Fantasy|High Fantasy|Fantasy|Epic Fantasy|Fiction
Space Taxis,Adam Frosh|Harriet Frosh,"He's abducted by aliens to the planet Vost.He's saving up for his fare home.But he's got the small matter of a planetary apocalypse to deal with first...In 1977 a New York Cab driver Mike Redolfo is abducted by aliens after being mistaken for a renegade scientist. Meanwhile, back in 1944 a mysterious man and his Jewish fiancée are fleeing across Nazi-occupied Europe.Redolfo tries to keep a low profile on his new world whilst earning his fare home, but unwittingly gets involved with a shady gang of alien criminals, inadvertently bringing the planet to the brink of catastrophe.As the link between the timelines becomes clear, Redolfo must discover secrets from the past that may hold the key to saving the planet.If you like The Hitchhiker's Guide to the Galaxy, Kurt Vonnegut's Slaughterhouse 5, and Frank Herbert's Dune, you'll love this gripping and entertaining sci-fi mystery thriller.What others are saying about Space Taxis:★★★★★ 'A triumph of high adventure.' Readers' Favorite★★★★★ 'VERY highly recommended.' Goodreads★★★★★ 'This is a fun SciFi read.' Netgalley★★★★★ 'An entertaining sci-fi adventure in the tradition of Douglas Adams.' Amazon reviewer★★★★★ 'What a gripping, unputdownable story.' Amazon reviewer★★★★★ 'I loved every minute of this book, it's just the sort of sci-fi I really enjoy, good storyline, quirky characters and so much humour. If you're a fan of Hitchhikers, Chronicles of St Mary's and Red Dwarf this will definitely be right up your alley!' Goodreads★★★★★ 'Don't hesitate in buying Space Taxis. You won't regret it - in fact, you'll probably be reading it again and again, AND recommending it to all your friends and relatives.' Jude Gwynaire, Author of Aliens in My Garden Space Taxis has been awarded the 5-star seal by Readers' Favorite.Don't miss out. Review""This anti-gravity rollercoaster of a book is a real page-turner for me. It's a genuine original full of interesting characters and enthralling storylines. If you're looking for something new and exciting to get into I would highly recommend."" Goodreads""Space Taxis is a goddam crazy ride...I want a proximity klaxon on my Ford!"" Chris Malone, author of Zade and #StoptheGlitch'If Space Taxis does not sound like a story that sprang out of the minds of two wildly imaginative storytellers, no story ever will... Adam and Harriet Frosh have written a novel that is a triumph of high adventure. This can even translate to an entertaining film adaptation that would have an appeal-like Total Recall or The Fifth Element. Redolfo's abduction, his time spent on another planet, and how it changes him are what give the story life, depth, and humanity. Reading it is a good form of cerebral entertainment.' Readers' Favorite'I absolutely loved Redolfo's story.' Netgalley'Fans of both science fiction and historical fiction will love Space Taxis - five stars.' Eric Balch, Author of Assault on Devil's DenSpace Taxis has been awarded the 5-star seal by Readers' Favorite.", ,9781916212688,Science Fiction|Humor|Science Fiction|Alternate History|Space|Space Opera|Fantasy
House Harkonnen,Brian Herbert|Kevin J. Anderson,"Brian Herbert and Kevin J. Anderson return to the vivid universe of Frank Herbert's Dune, bringing a vast array of rich and complex characters into conflict to shape the destiny of worlds....As Shaddam sits at last on the Golden Lion Throne, Baron Vladimir Harkonnen plots against the new Emperor and House Atreides -- and against the mysterious Sisterhood of the Bene Gesserit. For Leto Atreides, grown complacent and comfortable as ruler of his House, it is a time of momentous choice: between friendship and duty, safety and destiny. But for the survival of House Atreides, there is just one choice -- strive for greatness or be crushed.", ,9780553580303,Science Fiction|Fiction|Fantasy|Science Fiction Fantasy|Space|Space Opera|Adventure|Space|Audiobook|Speculative Fiction|Epic
The Language of Stones,Robert    Carter,"The Language of StonesThe first volume of an epic fantasy and a mythological thriller where the Wars of the Roses are raging, but this is not England as we know it. Young Will and Master Gwydion, a wizard, struggle to save the Realm from the stones of power. A kind of magic flows through the veins of the earth in the Realm and this is used by wizards and misused by sorcerers to change history.The Realm is poised for war. Its weak king - Hal, grandson of a usurper - is dominated by his beautiful wife and her lover. Against them stands Due Richard of Ebor and his allies. The two sides are set on a bloody collision course. Gwydion is watching over the realm. He has walked the land since before the time of the druids, since before the Slavers came to subdue the people. Gwydion was here when Arthur rode to war: then they called him 'Merlyn'. But for his young apprentice, Willand, a fearsome lesson in the ways of men and power lies ahead.The Realm is an England that is still magical. Legendary beasts still populate its by-ways. It is a land criss-crossed by lines of power upon which standing stones have been set as a secret protection against invasion. But the power of the array was broken by the Slaver who laid straight roads across the land, and built walled cities of shattered stone.A thousand years have passed since then, and those roads and walls have fallen into decay. The dangerous stones are awakening, and their unruly influence is calling men to battle. Unless Gwydion and Will can unearth them, the Realm will be plunged into a disastrous civil war. But there are many enemies ranged against them: men, monsters and a sorcerer as powerful as Gwydion himself.", , ,Fantasy|Fiction|Mythology|Arthurian|Historical|Historical|Historical Fiction|Fantasy|Mythology
First Lord's Fury,Jim Butcher,"For Gaius Octavian, life has been one long battle. Now, the end of all he fought for is close at hand. The brutal, dreaded Vord are on the march against Alera. And perhaps for the final time, Gaius Octavian and his legions must stand against the enemies of his people. And it will take all his intelligence, ingenuity, and furycraft to save their world from eternal darkness.", ,9780441017690,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|Magic|Science Fiction Fantasy|Fantasy|High Fantasy|Adventure|Epic|Audiobook|Adult
